family,group,example,description,#,confidence,basis,source
CH32H417,TKey,TKey,TouchKey Detection routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,UHSIF,UHSIF_SLAVE,UHSIF communication routine。,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USART,USART_DMA,"USART DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USART,USART_HalfDuplex,"single wire half duplex mode, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USART,USART_HardwareFlowControl,"hardware flow control mode, master/slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USART,USART_Interrupt,"USART interrupt routine, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USART,USART_MultiProcessorCommunication,multiprocessor communication mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USART,USART_Polling,"polling transceiver mode, master/slave transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USART,USART_Printf,USART Print debugging routine,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/DEVICE,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/DEVICE/CH372,Simulate custom USB devices (CH372 devices),#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/DEVICE/Compatibility_HID,Simulate HID devices and transmit data up and down through a serial port.,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/DEVICE/CompositeKM,"Simulate keyboard and mouse, use IO to simulate keys, and simulate data that can be uploaded through serial port 4.",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/DEVICE/CompositeKM_LowSpeed,Simulate a low-speed keyboard and mouse composite device.,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/DEVICE/MSC_CD-ROM,Simulating CDROM requires external installation of SPI Flash,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/DEVICE/MSC_U-Disk,"Simulate a simple USB flash drive, optional use of on-chip Flash or external SPI Flash",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/DEVICE/SimulateCDC,Simulate a CDC serial port and use serial port 4 for transmitting and receiving,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/DEVICE/SimulateCDC-HID,"Simulate a CDC serial port, use serial port 4 for transmission and reception, HID interrupt endpoint for data retrieval and reverse upload.",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/HOST,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/HOST/HOST_IAP,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/HOST/HOST_IAP/HOST_IAP,"A host U-disk IAP routine organized based on the U-disk read file routine, reads a file named APP.bin from the U-disk, writes it to internal flash, and automatically jumps after verification.",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/HOST/HOST_KM,"Host operation keyboard and mouse, retrieve the endpoint data uploaded by the keyboard and mouse, and print it. Supports level 1 hub under USBFS port",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/HOST/Host_Udisk,USB host operation USB drive routine,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/HOST/MTP_FileSystem,"List the process from a USB host to a device that supports MTP and PTP protocols, and read its files",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBFS/HOST/Udisk_Lib,USB file system library files,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/DEVICE,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/DEVICE/CH372,Simulate custom USB devices (CH372 devices),#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/DEVICE/Compatibility_HID,Simulate HID devices and transmit data up and down through a serial port.,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/DEVICE/CompositeKM,"Simulate keyboard and mouse, use IO to simulate keys, and simulate data that can be uploaded through serial port 4.",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/DEVICE/MSC_CD-ROM,Simulating CDROM requires external installation of SPI Flash,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/DEVICE/MSC_U-Disk,"Simulate a simple USB flash drive, optional use of on-chip Flash or external SPI Flash",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/DEVICE/SimulateCDC,Simulate a CDC serial port and use serial port 4 for transmission and reception.,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/DEVICE/SimulateCDC-HID,"Simulate a CDC serial port, use serial port 4 for transmission and reception, HID interrupt endpoint for data retrieval and reverse upload.",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/HOST,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/HOST/HOST_IAP,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/HOST/HOST_IAP/HOST_IAP,"A host U-disk IAP routine organized based on the U-disk read file routine, reads a file named APP.bin from the U-disk, writes it to internal flash, and automatically jumps after verification.",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/HOST/HOST_KM,"Host operation keyboard and mouse, retrieve the endpoint data uploaded by the keyboard and mouse, and print it. Supports level 1 hub under USBFS port",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/HOST/Host_Udisk,USB host operation USB drive routine,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/HOST/MTP_FileSystem,"List the process from a USB host to a device that supports MTP and PTP protocols, and read its files",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBHS/HOST/Udisk_Lib,USB file system library files,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBSS,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBSS/DEVICE,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBSS/DEVICE/CH372Device,"Simulate custom USB devices (CH372 devices), with endpoint 1 downloading data and uploading it through endpoint 2, endpoint 2 downloading data and uploading it through endpoint 1, and endpoint 3 independently downloading and uploading data.",#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBSS/DEVICE/UVC,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBSS/HOST,,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USB,USBSS/HOST/HOST_SS_ACCESS_SECTOR,USBSS scanning routine,#,confirmed,evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USBPD,USBPD_SNK,PD SNK routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,USBPD,USBPD_SRC,PD SRC routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32H417,WWDG,WWDG,Window Watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32H417_List_EN.txt
CH32L103,ADC,ADC_DMA,ADC uses DMA sampling routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,ADC,ADC_FastConvert,ADC high frequency sampling low frequency calibration routines,#,confirmed,evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,ADC,ADC_PGA,ADC 4x gain sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,ADC,AnalogWatchdog,analog watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,ADC,Auto_Injection,automatic injection mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,ADC,Discontinuous_mode,discontinuous mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,ADC,ExtLines_Trigger,external trigger ADC conversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,ADC,Internal_Temperature,internal temperature sensor routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,APPLICATION,PD_Electric_Fan,electric fan routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,APPLICATION,WS2812_LED,Operating WS2812 via SPI\PWM Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,CAN,CANFD,"CANFD normal mode, standard frame, and extended frame data routines",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,CAN,CAN_Wakeup,CAN wake_up routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,CAN,Networking,"CAN routines: normal mode, standard frame and extended frame data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,CAN,TestMode,"test mode, including silent mode, loopback mode, loopback silent mode",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,CAN,Time-triggered,time-triggered communication mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,DMA,DMA_MEM2MEM,memory to memory mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,DMA,DMA_MEM2PERIP,see each peripheral subroutine for memory to peripheral mode and peripheral to memory mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,I2C,I2C_10bit_Mode,"10 bit address mode, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,I2C,I2C_7bit_Interrupt_Mode,Send/receive routines using interrupts,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,I2C,I2C_7bit_Mode,"7-bit address mode, master / slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,I2C,I2C_DMA,"I2C uses DMA, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,I2C,I2C_EEPROM,I2C interface operation EEPROM peripheral routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,I2C,I2C_PEC,use PEC error check and master / slave mode transceiver routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,IAP,USB_UART,USB+UART IAP routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,INT,Interrupt_VTF,use VTF IRQ interrupt routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,INT,VectorInRAM,Interrupt routines for the interrupt vector table in RAM,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,LPTIM,LPTIM_LP_WakeUp,LPTIM sleep，shutdown wakeup routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,LPTIM,PWM_OnePulse_SingleMode,"LPTIM output PWM, single pulse, once set mode waveform routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,OPA,CMP,comparator routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,OPA,CMP_TIM2,timer 2 capture comparator routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,OPA,CMP_WakeUp,comparator wake-up routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,OPA,OPA,OPA as the output routine of voltage follower,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,OPA,OPA_BKIN,OPA break routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,OPA,OPA_IRQ,OPA  interrupt routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,OPA,OPA_PGA,PGA routine of OPA,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,OPA,OPA_Poll,OPA polling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,OPA,OPA_Reset,OPA reset routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,PMP,PMP,Physical memory protection Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,PWR,PVD_VoltageJudger,PVD voltage Judger Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,PWR,PVD_Wakeup,STOP mode PVD wakeup MCU Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,PWR,Sleep_Mode,"low power consumption, sleep mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,PWR,Standby_Mode,"low power consumption, standby mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,PWR,Standby_RAM_Application,Standby mode RAM data hold Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,PWR,Standby_RAM_LV_Mode,"When LV is enabled in standby mode, RAM2K, 30K low power data holding routines",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,PWR,Standby_RAM_Mode,"When LV is not enabled in standby mode, RAM2K, 30K low power data holding routines",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,PWR,Stop_Mode,"low power consumption, stop mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,RCC,Get_CLK,get system-HCLK-HB1-HB2 clock routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,RCC,HSI_Calibration,HSI calibrate routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,RCC,LSI_Calibration,LSI calibrate routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,RCC,MCO,MCO pin clock output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,RunInRam_LP,RunInRAM_HSI_LP,The program runs in RAM to reduce the power consumption of routines.,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,RunInRam_LP,RunInRAM_Select,Some programs run routines in RAM,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,RunInRam_LP,RunInRAM_Select_Sleep,Some programs run and sleep routines in RAM,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,RunInRam_LP,RunInRam,the program runs routines in RAM,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,SDI_Printf,SDI_Printf,"debug interface SDI, virtual serial port.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,SPI,1Lines_half-duplex,"1-wire half-duplex mode, master / slave mode data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,SPI,2Lines_FullDuplex,"2-wire half-duplex mode, master / slave mode data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,SPI,FullDuplex_HardNSS,"Hardware NSS mode, master / slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,SPI,SPI_CRC,use CRC error check and master / slave mode transceiver routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,SPI,SPI_DMA,"SPI uses DMA, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,SPI,SPI_FLASH,SPI interface operation flash peripheral routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,Clock_Select,clock source selection routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,ComplementaryOutput_DeadTime,complementary output and deadband insertion mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,Encode,Timer encoder mode routines,#,reference,evt:list-en,CH32L103_List-EN.txt
CH32L103,TIM,Encoder,,#,confirmed,evt:tree+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,ExtTrigger_Start_Two_Timer,external trigger starts two timer routines synchronously,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,Input_Capture,input capture routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,One_Pulse,single pulse output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,Output_Compare_Mode,output comparison mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,PWM_Output,PWM output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,Synchro_ExtTrigger,"slave mode routine, including reset mode, gating mode and trigger mode",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,Synchro_Timer,timer synchronization mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,TIM_DMA,the timer uses DMA routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TIM,TIM_INT,Timer interrupt routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TOUCHKEY,DOC_SCH_PCB,Schematic diagrams and instructions for use,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TOUCHKEY,TKY,TouchKey: touchkey detection routine,#,confirmed,evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TOUCHKEY,TKYLIB,Touch Button Library,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TOUCHKEY,TKey_MulShield,TKey MulShield routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TOUCHKEY,Touch_EX001,Comprehensive demonstration of touch keys,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,TOUCHKEY,Touch_EX002,8 Key Touch Routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USART,USART_DMA,"USART uses DMA, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USART,USART_HalfDuplex,"1-wire half duplex mode, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USART,USART_HardwareFlowControl,"hardware flow control mode, master / slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USART,USART_Idle_Recv,Serial port using DMA for indeterminate length reception routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USART,USART_Interrupt,"USART interrupt routine, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USART,USART_MultiProcessorCommunication,multiprocessor communication mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USART,USART_Polling,"polling transceiver mode, master / slave transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USART,USART_Printf,USART Print debugging routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USART,USART_SmartCard,Serial port smart card routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USART,USART_SynchronousMode,"synchronous mode, master / slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USB,USBFS,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USB,USBFS/DEVICE,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USB,USBFS/DEVICE/CH372,"Simulates a custom USB device (CH372 device) with endpoints 1, 3 down and 2, 4 up. Data down from endpoint 1 is uploaded from endpoint 3 and not reversed, and data down from endpoint 2 is uploaded from endpoint 4 and reversed.",#,confirmed,evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USB,USBFS/DEVICE/Compatibility_HID,"Simulates HID devices, with data transmitted up and down through the serial port.",#,confirmed,evt:list-en+evt:list-zh,CH32L103_List-EN.txt
CH32L103,USB,USBFS/DEVICE/CompositeKM,"Simulate keyboard and mouse, use IO to simulate keystrokes, while simulated data can be uploaded through serial port 2.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32L103_List-EN.txt
